"REF_DATE","GEO","DGUID","Sector","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1996-08","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1996-09","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1996-10","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1996-11","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1996-12","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1997-01","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1997-02","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1997-03","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1997-04","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1997-05","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1997-06","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1997-07","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1997-08","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1997-09","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1997-10","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1997-11","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1997-12","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1998-01","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1998-02","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1998-03","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1998-04","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1998-05","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1998-06","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1998-07","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1998-08","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1998-09","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1998-10","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1998-11","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1998-12","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1999-01","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1999-02","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1999-03","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1999-04","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1999-05","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1999-06","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1999-07","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1999-08","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1999-09","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1999-10","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1999-11","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"1999-12","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2000-01","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2000-02","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2000-03","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2000-04","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2000-05","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2000-06","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2000-07","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2000-08","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2000-09","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2000-10","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2000-11","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2000-12","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2001-01","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2001-02","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2001-03","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2001-04","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2001-05","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2001-06","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2001-07","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2001-08","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2001-09","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2001-10","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2001-11","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2001-12","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2002-01","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2002-02","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2002-03","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2002-04","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2002-05","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2002-06","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2002-07","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2002-08","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2002-09","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2002-10","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2002-11","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2002-12","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2003-01","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2003-02","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2003-03","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2003-04","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2003-05","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2003-06","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2003-07","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2003-08","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2003-09","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2003-10","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2003-11","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2003-12","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2004-01","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2004-02","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2004-03","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2004-04","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2004-05","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2004-06","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2004-07","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2004-08","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2004-09","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2004-10","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2004-11","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2004-12","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2005-01","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2005-02","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2005-03","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2005-04","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2005-05","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2005-06","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2005-07","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2005-08","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2005-09","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2005-10","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2005-11","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2005-12","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2006-01","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2006-02","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2006-03","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2006-04","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2006-05","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2006-06","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2006-07","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2006-08","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2006-09","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2006-10","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2006-11","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2006-12","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","0.00","","","","2"
"2007-01","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","19.87","","","","2"
"2007-02","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","28.66","","","","2"
"2007-03","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","29.00","","","","2"
"2007-04","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","32.03","","","","2"
"2007-05","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","40.66","","","","2"
"2007-06","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","62.54","","","","2"
"2007-07","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","57.58","","","","2"
"2007-08","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","53.88","","","","2"
"2007-09","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","42.47","","","","2"
"2007-10","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","41.34","","","","2"
"2007-11","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","26.93","","","","2"
"2007-12","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","24.33","","","","2"
"2008-01","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","29.50","","","","2"
"2008-02","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","32.13","","","","2"
"2008-03","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","29.17","","","","2"
"2008-04","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","49.47","","","","2"
"2008-05","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","56.27","","","","2"
"2008-06","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","82.21","","","","2"
"2008-07","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","75.55","","","","2"
"2008-08","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","64.91","","","","2"
"2008-09","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","41.17","","","","2"
"2008-10","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","43.25","","","","2"
"2008-11","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","31.26","","","","2"
"2008-12","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","29.29","","","","2"
"2009-01","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","30.02","","","","2"
"2009-02","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","28.17","","","","2"
"2009-03","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","28.83","","","","2"
"2009-04","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","39.35","","","","2"
"2009-05","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","46.74","","","","2"
"2009-06","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","111.22","","","","2"
"2009-07","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","107.12","","","","2"
"2009-08","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","23.52","","","","2"
"2009-09","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","53.09","","","","2"
"2009-10","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","34.56","","","","2"
"2009-11","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","39.41","","","","2"
"2009-12","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","32.13","","","","2"
"2010-01","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","44.05","","","","2"
"2010-02","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","45.40","","","","2"
"2010-03","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","39.48","","","","2"
"2010-04","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","55.40","","","","2"
"2010-05","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","53.46","","","","2"
"2010-06","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","220.60","","","","2"
"2010-07","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","82.28","","","","2"
"2010-08","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","81.16","","","","2"
"2010-09","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","73.16","","","","2"
"2010-10","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","43.83","","","","2"
"2010-11","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","33.51","","","","2"
"2010-12","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","40.24","","","","2"
"2011-01","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","39.72","","","","2"
"2011-02","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","49.25","","","","2"
"2011-03","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","49.16","","","","2"
"2011-04","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","56.04","","","","2"
"2011-05","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","63.70","","","","2"
"2011-06","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","82.78","","","","2"
"2011-07","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","80.07","","","","2"
"2011-08","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","74.93","","","","2"
"2011-09","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","85.40","","","","2"
"2011-10","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","44.77","","","","2"
"2011-11","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","51.66","","","","2"
"2011-12","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","40.80","","","","2"
"2012-01","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","85.30","","","","2"
"2012-02","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","45.00","","","","2"
"2012-03","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","47.31","","","","2"
"2012-04","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","48.73","","","","2"
"2012-05","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","74.08","","","","2"
"2012-06","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","79.36","","","","2"
"2012-07","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","82.70","","","","2"
"2012-08","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","77.57","","","","2"
"2012-09","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","63.78","","","","2"
"2012-10","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","54.18","","","","2"
"2012-11","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","38.79","","","","2"
"2012-12","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","46.74","","","","2"
"2013-01","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","44.82","","","","2"
"2013-02","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","57.49","","","","2"
"2013-03","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","48.79","","","","2"
"2013-04","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","49.04","","","","2"
"2013-05","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","65.95","","","","2"
"2013-06","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","52.11","","","","2"
"2013-07","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","112.32","","","","2"
"2013-08","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","111.72","","","","2"
"2013-09","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","86.62","","","","2"
"2013-10","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","74.71","","","","2"
"2013-11","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","54.97","","","","2"
"2013-12","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","47.38","","","","2"
"2014-01","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","43.54","","","","2"
