"REF_DATE","GEO","DGUID","Sector","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014-02","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","22.76","","","","2"
"2014-03","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","27.86","","","","2"
"2014-04","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","35.13","","","","2"
"2014-05","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","60.49","","","","2"
"2014-06","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","119.82","","","","2"
"2014-07","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","117.31","","","","2"
"2014-08","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","120.26","","","","2"
"2014-09","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","95.35","","","","2"
"2014-10","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","72.09","","","","2"
"2014-11","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","50.80","","","","2"
"2014-12","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","43.89","","","","2"
"2015-01","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","23.92","","r","","2"
"2015-02","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","23.42","","","","2"
"2015-03","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","24.85","","","","2"
"2015-04","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","30.55","","r","","2"
"2015-05","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","46.40","","r","","2"
"2015-06","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","69.30","","","","2"
"2015-07","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","69.90","","","","2"
"2015-08","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","102.33","","r","","2"
"2015-09","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","102.33","","","","2"
"2015-10","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","44.15","","r","","2"
"2015-11","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","34.57","","","","2"
"2015-12","New Brunswick","2016A000213","Residential","Sales unit price","Cents per cubic metre","56","units","0","v47776","3.4.4","30.12","","","","2"
"1990-08","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","16.51","","","","2"
"1990-09","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","16.53","","","","2"
"1990-10","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","17.04","","","","2"
"1990-11","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","18.45","","","","2"
"1990-12","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","19.45","","","","2"
"1991-01","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","19.84","","","","2"
"1991-02","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","19.87","","","","2"
"1991-03","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","19.39","","","","2"
"1991-04","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","19.09","","","","2"
"1991-05","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","18.83","","","","2"
"1991-06","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","18.51","","","","2"
"1991-07","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","18.03","","","","2"
"1991-08","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","17.25","","","","2"
"1991-09","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","17.71","","","","2"
"1991-10","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","18.24","","","","2"
"1991-11","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","18.85","","","","2"
"1991-12","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","19.80","","","","2"
"1992-01","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","20.45","","","","2"
"1992-02","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","20.70","","","","2"
"1992-03","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","20.51","","","","2"
"1992-04","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","20.32","","","","2"
"1992-05","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","20.06","","","","2"
"1992-06","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","18.61","","","","2"
"1992-07","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","18.15","","","","2"
"1992-08","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","17.85","","","","2"
"1992-09","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","18.02","","","","2"
"1992-10","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","18.03","","","","2"
"1992-11","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","18.04","","","","2"
"1992-12","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","18.24","","","","2"
"1993-01","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","18.54","","","","2"
"1993-02","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","19.88","","","","2"
"1993-03","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","18.91","","","","2"
"1993-04","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","18.75","","","","2"
"1993-05","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","17.81","","","","2"
"1993-06","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","17.01","","","","2"
"1993-07","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","16.74","","","","2"
"1993-08","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","16.59","","","","2"
"1993-09","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","16.34","","","","2"
"1993-10","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","17.40","","","","2"
"1993-11","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","19.75","","","","2"
"1993-12","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","20.55","","","","2"
"1994-01","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","21.40","","","","2"
"1994-02","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","21.29","","","","2"
"1994-03","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","21.38","","","","2"
"1994-04","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","22.46","","","","2"
"1994-05","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","19.83","","","","2"
"1994-06","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","19.31","","","","2"
"1994-07","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","19.33","","","","2"
"1994-08","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","17.98","","","","2"
"1994-09","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","18.31","","","","2"
"1994-10","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","18.83","","","","2"
"1994-11","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","17.74","","","","2"
"1994-12","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","18.01","","","","2"
"1995-01","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","19.53","","","","2"
"1995-02","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","18.09","","","","2"
"1995-03","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","17.40","","","","2"
"1995-04","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","17.06","","","","2"
"1995-05","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","16.29","","","","2"
"1995-06","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","15.41","","","","2"
"1995-07","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","14.50","","","","2"
"1995-08","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","14.16","","","","2"
"1995-09","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","14.11","","","","2"
"1995-10","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","14.69","","","","2"
"1995-11","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","16.16","","","","2"
"1995-12","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","18.33","","","","2"
"1996-01","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","19.25","","","","2"
"1996-02","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","19.13","","","","2"
"1996-03","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","18.47","","","","2"
"1996-04","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","18.53","","","","2"
"1996-05","Quebec","2016A000224","Total","Sales unit price","Cents per cubic metre","56","units","0","v47809","4.1.4","16.63","","","","2"
