"REF_DATE","GEO","DGUID","Statistic","Household type","Household expenditures, summary-level categories","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with children","Direct health care costs to household","Dollars","81","units","0","v54530312","1.1.4.27","1680","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with children","Direct health care costs to household","Dollars","81","units","0","v54530312","1.1.4.27","1891","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with children","Direct health care costs to household","Dollars","81","units","0","v54530312","1.1.4.27","2059","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with children","Direct health care costs to household","Dollars","81","units","0","v54530312","1.1.4.27","1938","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Couples with children","Direct health care costs to household","Dollars","81","units","0","v54530312","1.1.4.27","2039","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Couples with children","Personal care","Dollars","81","units","0","v54530314","1.1.4.29","1357","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Couples with children","Personal care","Dollars","81","units","0","v54530314","1.1.4.29","1421","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Couples with children","Personal care","Dollars","81","units","0","v54530314","1.1.4.29","1763","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Couples with children","Personal care","Dollars","81","units","0","v54530314","1.1.4.29","1662","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with children","Personal care","Dollars","81","units","0","v54530314","1.1.4.29","1567","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with children","Personal care","Dollars","81","units","0","v54530314","1.1.4.29","1781","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with children","Personal care","Dollars","81","units","0","v54530314","1.1.4.29","1973","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with children","Personal care","Dollars","81","units","0","v54530314","1.1.4.29","1680","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Couples with children","Personal care","Dollars","81","units","0","v54530314","1.1.4.29","1900","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreation","Dollars","81","units","0","v54530315","1.1.4.30","5306","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreation","Dollars","81","units","0","v54530315","1.1.4.30","5414","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreation","Dollars","81","units","0","v54530315","1.1.4.30","5548","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreation","Dollars","81","units","0","v54530315","1.1.4.30","5448","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreation","Dollars","81","units","0","v54530315","1.1.4.30","5594","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreation","Dollars","81","units","0","v54530315","1.1.4.30","5984","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreation","Dollars","81","units","0","v54530315","1.1.4.30","5745","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreation","Dollars","81","units","0","v54530315","1.1.4.30","5685","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreation","Dollars","81","units","0","v54530315","1.1.4.30","7018","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational equipment and related services","Dollars","81","units","0","v54530316","1.1.4.31","1460","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational equipment and related services","Dollars","81","units","0","v54530316","1.1.4.31","1547","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational equipment and related services","Dollars","81","units","0","v54530316","1.1.4.31","1457","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational equipment and related services","Dollars","81","units","0","v54530316","1.1.4.31","1591","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational equipment and related services","Dollars","81","units","0","v54530316","1.1.4.31","1306","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational equipment and related services","Dollars","81","units","0","v54530316","1.1.4.31","1631","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational equipment and related services","Dollars","81","units","0","v54530316","1.1.4.31","1549","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational equipment and related services","Dollars","81","units","0","v54530316","1.1.4.31","1624","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational equipment and related services","Dollars","81","units","0","v54530316","1.1.4.31","1626","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Couples with children","Home entertainment equipment and services","Dollars","81","units","0","v54530317","1.1.4.32","717","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Couples with children","Home entertainment equipment and services","Dollars","81","units","0","v54530317","1.1.4.32","567","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Couples with children","Home entertainment equipment and services","Dollars","81","units","0","v54530317","1.1.4.32","430","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Couples with children","Home entertainment equipment and services","Dollars","81","units","0","v54530317","1.1.4.32","422","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with children","Home entertainment equipment and services","Dollars","81","units","0","v54530317","1.1.4.32","344","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with children","Home entertainment equipment and services","Dollars","81","units","0","v54530317","1.1.4.32","375","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with children","Home entertainment equipment and services","Dollars","81","units","0","v54530317","1.1.4.32","256","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with children","Home entertainment equipment and services","Dollars","81","units","0","v54530317","1.1.4.32","261","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Couples with children","Home entertainment equipment and services","Dollars","81","units","0","v54530317","1.1.4.32","284","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational services","Dollars","81","units","0","v54530318","1.1.4.33","2207","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational services","Dollars","81","units","0","v54530318","1.1.4.33","2331","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational services","Dollars","81","units","0","v54530318","1.1.4.33","2529","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational services","Dollars","81","units","0","v54530318","1.1.4.33","2563","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational services","Dollars","81","units","0","v54530318","1.1.4.33","2913","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational services","Dollars","81","units","0","v54530318","1.1.4.33","3086","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational services","Dollars","81","units","0","v54530318","1.1.4.33","2854","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational services","Dollars","81","units","0","v54530318","1.1.4.33","2874","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational services","Dollars","81","units","0","v54530318","1.1.4.33","3688","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational vehicles and associated services","Dollars","81","units","0","v54530319","1.1.4.34","922","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational vehicles and associated services","Dollars","81","units","0","v54530319","1.1.4.34","969","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational vehicles and associated services","Dollars","81","units","0","v54530319","1.1.4.34","1131","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational vehicles and associated services","Dollars","81","units","0","v54530319","1.1.4.34","872","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational vehicles and associated services","Dollars","81","units","0","v54530319","1.1.4.34","1031","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational vehicles and associated services","Dollars","81","units","0","v54530319","1.1.4.34","892","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational vehicles and associated services","Dollars","81","units","0","v54530319","1.1.4.34","1087","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational vehicles and associated services","Dollars","81","units","0","v54530319","1.1.4.34","926","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Couples with children","Recreational vehicles and associated services","Dollars","81","units","0","v54530319","1.1.4.34","1421","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Couples with children","Education","Dollars","81","units","0","v54530320","1.1.4.35","2215","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Couples with children","Education","Dollars","81","units","0","v54530320","1.1.4.35","2352","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Couples with children","Education","Dollars","81","units","0","v54530320","1.1.4.35","2780","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Couples with children","Education","Dollars","81","units","0","v54530320","1.1.4.35","2748","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with children","Education","Dollars","81","units","0","v54530320","1.1.4.35","3067","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with children","Education","Dollars","81","units","0","v54530320","1.1.4.35","3138","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with children","Education","Dollars","81","units","0","v54530320","1.1.4.35","3070","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with children","Education","Dollars","81","units","0","v54530320","1.1.4.35","3089","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Couples with children","Education","Dollars","81","units","0","v54530320","1.1.4.35","3017","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Couples with children","Reading materials and other printed matter","Dollars","81","units","0","v54530321","1.1.4.36","247","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Couples with children","Reading materials and other printed matter","Dollars","81","units","0","v54530321","1.1.4.36","263","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Couples with children","Reading materials and other printed matter","Dollars","81","units","0","v54530321","1.1.4.36","282","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Couples with children","Reading materials and other printed matter","Dollars","81","units","0","v54530321","1.1.4.36","194","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with children","Reading materials and other printed matter","Dollars","81","units","0","v54530321","1.1.4.36","180","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with children","Reading materials and other printed matter","Dollars","81","units","0","v54530321","1.1.4.36","204","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with children","Reading materials and other printed matter","Dollars","81","units","0","v54530321","1.1.4.36","210","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with children","Reading materials and other printed matter","Dollars","81","units","0","v54530321","1.1.4.36","164","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Couples with children","Reading materials and other printed matter","Dollars","81","units","0","v54530321","1.1.4.36","194","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Couples with children","Tobacco products, alcoholic beverages and cannabis for non-medical use","Dollars","81","units","0","v1234867449","1.1.4.359","1896","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Couples with children","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54530322","1.1.4.37","1347","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Couples with children","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54530322","1.1.4.37","1347","","","t","0"
"2012","Canada","2016A000011124","Average expenditure per household","Couples with children","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54530322","1.1.4.37","1400","","","t","0"
"2013","Canada","2016A000011124","Average expenditure per household","Couples with children","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54530322","1.1.4.37","1436","","","t","0"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with children","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54530322","1.1.4.37","1358","","","t","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with children","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54530322","1.1.4.37","1464","","","t","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with children","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54530322","1.1.4.37","1499","","","t","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with children","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54530322","1.1.4.37","1478","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","Couples with children","Games of chance","Dollars","81","units","0","v54530323","1.1.4.38","151","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Couples with children","Games of chance","Dollars","81","units","0","v54530323","1.1.4.38","137","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Couples with children","Games of chance","Dollars","81","units","0","v54530323","1.1.4.38","169","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Couples with children","Games of chance","Dollars","81","units","0","v54530323","1.1.4.38","159","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with children","Games of chance","Dollars","81","units","0","v54530323","1.1.4.38","137","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with children","Games of chance","Dollars","81","units","0","v54530323","1.1.4.38","132","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with children","Games of chance","Dollars","81","units","0","v54530323","1.1.4.38","186","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with children","Games of chance","Dollars","81","units","0","v54530323","1.1.4.38","138","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Couples with children","Games of chance","Dollars","81","units","0","v54530323","1.1.4.38","128","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Couples with children","Miscellaneous expenditures","Dollars","81","units","0","v54530324","1.1.4.39","1358","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Couples with children","Miscellaneous expenditures","Dollars","81","units","0","v54530324","1.1.4.39","1928","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Couples with children","Miscellaneous expenditures","Dollars","81","units","0","v54530324","1.1.4.39","1808","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Couples with children","Miscellaneous expenditures","Dollars","81","units","0","v54530324","1.1.4.39","1962","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with children","Miscellaneous expenditures","Dollars","81","units","0","v54530324","1.1.4.39","1940","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with children","Miscellaneous expenditures","Dollars","81","units","0","v54530324","1.1.4.39","1932","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with children","Miscellaneous expenditures","Dollars","81","units","0","v54530324","1.1.4.39","2160","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with children","Miscellaneous expenditures","Dollars","81","units","0","v54530324","1.1.4.39","2217","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Couples with children","Miscellaneous expenditures","Dollars","81","units","0","v54530324","1.1.4.39","2129","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Couples with children","Income taxes","Dollars","81","units","0","v54530325","1.1.4.40","19236","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Couples with children","Income taxes","Dollars","81","units","0","v54530325","1.1.4.40","18988","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Couples with children","Income taxes","Dollars","81","units","0","v54530325","1.1.4.40","20585","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Couples with children","Income taxes","Dollars","81","units","0","v54530325","1.1.4.40","21585","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with children","Income taxes","Dollars","81","units","0","v54530325","1.1.4.40","24089","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with children","Income taxes","Dollars","81","units","0","v54530325","1.1.4.40","23470","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with children","Income taxes","Dollars","81","units","0","v54530325","1.1.4.40","23548","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with children","Income taxes","Dollars","81","units","0","v54530325","1.1.4.40","22121","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Couples with children","Income taxes","Dollars","81","units","0","v54530325","1.1.4.40","27226","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Couples with children","Personal insurance payments and pension contributions","Dollars","81","units","0","v54530326","1.1.4.41","6483","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Couples with children","Personal insurance payments and pension contributions","Dollars","81","units","0","v54530326","1.1.4.41","6846","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Couples with children","Personal insurance payments and pension contributions","Dollars","81","units","0","v54530326","1.1.4.41","7131","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Couples with children","Personal insurance payments and pension contributions","Dollars","81","units","0","v54530326","1.1.4.41","7429","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with children","Personal insurance payments and pension contributions","Dollars","81","units","0","v54530326","1.1.4.41","7823","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with children","Personal insurance payments and pension contributions","Dollars","81","units","0","v54530326","1.1.4.41","7884","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with children","Personal insurance payments and pension contributions","Dollars","81","units","0","v54530326","1.1.4.41","8518","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with children","Personal insurance payments and pension contributions","Dollars","81","units","0","v54530326","1.1.4.41","8669","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Couples with children","Personal insurance payments and pension contributions","Dollars","81","units","0","v54530326","1.1.4.41","8909","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Couples with children","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54530327","1.1.4.42","1550","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Couples with children","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54530327","1.1.4.42","1466","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Couples with children","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54530327","1.1.4.42","1737","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Couples with children","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54530327","1.1.4.42","1528","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with children","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54530327","1.1.4.42","1576","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with children","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54530327","1.1.4.42","1769","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with children","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54530327","1.1.4.42","1948","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with children","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54530327","1.1.4.42","1623","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Couples with children","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54530327","1.1.4.42","1933","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Total expenditure","Dollars","81","units","0","v54530328","1.1.5.1","100169","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Total expenditure","Dollars","81","units","0","v54530328","1.1.5.1","105264","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Total expenditure","Dollars","81","units","0","v54530328","1.1.5.1","101538","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Total expenditure","Dollars","81","units","0","v54530328","1.1.5.1","110681","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Total expenditure","Dollars","81","units","0","v54530328","1.1.5.1","113595","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Total expenditure","Dollars","81","units","0","v54530328","1.1.5.1","116230","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Total expenditure","Dollars","81","units","0","v54530328","1.1.5.1","124278","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Total expenditure","Dollars","81","units","0","v54530328","1.1.5.1","131543","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Total expenditure","Dollars","81","units","0","v54530328","1.1.5.1","139675","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Total current consumption","Dollars","81","units","0","v54530329","1.1.5.2","74243","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Total current consumption","Dollars","81","units","0","v54530329","1.1.5.2","80320","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Total current consumption","Dollars","81","units","0","v54530329","1.1.5.2","76150","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Total current consumption","Dollars","81","units","0","v54530329","1.1.5.2","84209","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Total current consumption","Dollars","81","units","0","v54530329","1.1.5.2","83227","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Total current consumption","Dollars","81","units","0","v54530329","1.1.5.2","85784","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Total current consumption","Dollars","81","units","0","v54530329","1.1.5.2","92012","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Total current consumption","Dollars","81","units","0","v54530329","1.1.5.2","96943","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Total current consumption","Dollars","81","units","0","v54530329","1.1.5.2","105296","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food expenditures","Dollars","81","units","0","v54530330","1.1.5.3","10346","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food expenditures","Dollars","81","units","0","v54530330","1.1.5.3","10458","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food expenditures","Dollars","81","units","0","v54530330","1.1.5.3","10214","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food expenditures","Dollars","81","units","0","v54530330","1.1.5.3","10508","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food expenditures","Dollars","81","units","0","v54530330","1.1.5.3","9974","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food expenditures","Dollars","81","units","0","v54530330","1.1.5.3","11121","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food expenditures","Dollars","81","units","0","v54530330","1.1.5.3","12795","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food expenditures","Dollars","81","units","0","v54530330","1.1.5.3","13326","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food expenditures","Dollars","81","units","0","v54530330","1.1.5.3","14987","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food purchased from stores","Dollars","81","units","0","v54530331","1.1.5.4","7961","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food purchased from stores","Dollars","81","units","0","v54530331","1.1.5.4","8081","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food purchased from stores","Dollars","81","units","0","v54530331","1.1.5.4","7753","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food purchased from stores","Dollars","81","units","0","v54530331","1.1.5.4","8007","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food purchased from stores","Dollars","81","units","0","v54530331","1.1.5.4","7232","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food purchased from stores","Dollars","81","units","0","v54530331","1.1.5.4","8532","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food purchased from stores","Dollars","81","units","0","v54530331","1.1.5.4","9238","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food purchased from stores","Dollars","81","units","0","v54530331","1.1.5.4","9039","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food purchased from stores","Dollars","81","units","0","v54530331","1.1.5.4","11301","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food purchased from restaurants","Dollars","81","units","0","v54530332","1.1.5.5","2386","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food purchased from restaurants","Dollars","81","units","0","v54530332","1.1.5.5","2377","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food purchased from restaurants","Dollars","81","units","0","v54530332","1.1.5.5","2462","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food purchased from restaurants","Dollars","81","units","0","v54530332","1.1.5.5","2500","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food purchased from restaurants","Dollars","81","units","0","v54530332","1.1.5.5","2742","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food purchased from restaurants","Dollars","81","units","0","v54530332","1.1.5.5","2589","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food purchased from restaurants","Dollars","81","units","0","v54530332","1.1.5.5","3557","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food purchased from restaurants","Dollars","81","units","0","v54530332","1.1.5.5","4287","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Food purchased from restaurants","Dollars","81","units","0","v54530332","1.1.5.5","3686","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Shelter","Dollars","81","units","0","v54530333","1.1.5.6","20930","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Shelter","Dollars","81","units","0","v54530333","1.1.5.6","22914","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Shelter","Dollars","81","units","0","v54530333","1.1.5.6","21893","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Shelter","Dollars","81","units","0","v54530333","1.1.5.6","23292","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Shelter","Dollars","81","units","0","v54530333","1.1.5.6","25200","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Shelter","Dollars","81","units","0","v54530333","1.1.5.6","24460","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Shelter","Dollars","81","units","0","v54530333","1.1.5.6","25640","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Shelter","Dollars","81","units","0","v54530333","1.1.5.6","25615","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Shelter","Dollars","81","units","0","v54530333","1.1.5.6","30543","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Principal accommodation","Dollars","81","units","0","v54530334","1.1.5.7","19208","","","","0"
