"REF_DATE","GEO","DGUID","Statistic","Household type","Household expenditures, summary-level categories","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Canada","2016A000011124","Average expenditure per household","All classes","Shelter","Dollars","81","units","0","v54530165","1.1.1.6","18032","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","All classes","Shelter","Dollars","81","units","0","v54530165","1.1.1.6","18640","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","All classes","Shelter","Dollars","81","units","0","v54530165","1.1.1.6","20200","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Principal accommodation","Dollars","81","units","0","v54530166","1.1.1.7","13586","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","All classes","Principal accommodation","Dollars","81","units","0","v54530166","1.1.1.7","13981","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","All classes","Principal accommodation","Dollars","81","units","0","v54530166","1.1.1.7","14364","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","All classes","Principal accommodation","Dollars","81","units","0","v54530166","1.1.1.7","14891","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","All classes","Principal accommodation","Dollars","81","units","0","v54530166","1.1.1.7","15471","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","All classes","Principal accommodation","Dollars","81","units","0","v54530166","1.1.1.7","15802","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","All classes","Principal accommodation","Dollars","81","units","0","v54530166","1.1.1.7","16293","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","All classes","Principal accommodation","Dollars","81","units","0","v54530166","1.1.1.7","16811","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","All classes","Principal accommodation","Dollars","81","units","0","v54530166","1.1.1.7","18371","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Rented living quarters","Dollars","81","units","0","v54530167","1.1.1.8","3088","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","All classes","Rented living quarters","Dollars","81","units","0","v54530167","1.1.1.8","3224","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","All classes","Rented living quarters","Dollars","81","units","0","v54530167","1.1.1.8","3521","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","All classes","Rented living quarters","Dollars","81","units","0","v54530167","1.1.1.8","3234","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","All classes","Rented living quarters","Dollars","81","units","0","v54530167","1.1.1.8","3589","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","All classes","Rented living quarters","Dollars","81","units","0","v54530167","1.1.1.8","3790","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","All classes","Rented living quarters","Dollars","81","units","0","v54530167","1.1.1.8","3868","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","All classes","Rented living quarters","Dollars","81","units","0","v54530167","1.1.1.8","4038","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","All classes","Rented living quarters","Dollars","81","units","0","v54530167","1.1.1.8","4160","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Owned living quarters","Dollars","81","units","0","v54530168","1.1.1.9","8259","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","All classes","Owned living quarters","Dollars","81","units","0","v54530168","1.1.1.9","8434","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","All classes","Owned living quarters","Dollars","81","units","0","v54530168","1.1.1.9","8536","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","All classes","Owned living quarters","Dollars","81","units","0","v54530168","1.1.1.9","9278","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","All classes","Owned living quarters","Dollars","81","units","0","v54530168","1.1.1.9","9332","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","All classes","Owned living quarters","Dollars","81","units","0","v54530168","1.1.1.9","9534","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","All classes","Owned living quarters","Dollars","81","units","0","v54530168","1.1.1.9","9965","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","All classes","Owned living quarters","Dollars","81","units","0","v54530168","1.1.1.9","10287","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","All classes","Owned living quarters","Dollars","81","units","0","v54530168","1.1.1.9","11676","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54530169","1.1.1.10","2240","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","All classes","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54530169","1.1.1.10","2324","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","All classes","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54530169","1.1.1.10","2307","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","All classes","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54530169","1.1.1.10","2380","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","All classes","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54530169","1.1.1.10","2551","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","All classes","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54530169","1.1.1.10","2478","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","All classes","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54530169","1.1.1.10","2460","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","All classes","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54530169","1.1.1.10","2486","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","All classes","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54530169","1.1.1.10","2535","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Other accommodation","Dollars","81","units","0","v54530170","1.1.1.11","1433","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","All classes","Other accommodation","Dollars","81","units","0","v54530170","1.1.1.11","1234","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","All classes","Other accommodation","Dollars","81","units","0","v54530170","1.1.1.11","1444","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","All classes","Other accommodation","Dollars","81","units","0","v54530170","1.1.1.11","1470","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","All classes","Other accommodation","Dollars","81","units","0","v54530170","1.1.1.11","1689","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","All classes","Other accommodation","Dollars","81","units","0","v54530170","1.1.1.11","1707","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","All classes","Other accommodation","Dollars","81","units","0","v54530170","1.1.1.11","1739","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","All classes","Other accommodation","Dollars","81","units","0","v54530170","1.1.1.11","1829","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","All classes","Other accommodation","Dollars","81","units","0","v54530170","1.1.1.11","1829","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Household operations","Dollars","81","units","0","v54530171","1.1.1.12","3887","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","All classes","Household operations","Dollars","81","units","0","v54530171","1.1.1.12","4165","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","All classes","Household operations","Dollars","81","units","0","v54530171","1.1.1.12","4122","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","All classes","Household operations","Dollars","81","units","0","v54530171","1.1.1.12","4344","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","All classes","Household operations","Dollars","81","units","0","v54530171","1.1.1.12","4393","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","All classes","Household operations","Dollars","81","units","0","v54530171","1.1.1.12","4490","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","All classes","Household operations","Dollars","81","units","0","v54530171","1.1.1.12","4704","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","All classes","Household operations","Dollars","81","units","0","v54530171","1.1.1.12","4709","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","All classes","Household operations","Dollars","81","units","0","v54530171","1.1.1.12","5448","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Communications","Dollars","81","units","0","v54530172","1.1.1.13","1742","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","All classes","Communications","Dollars","81","units","0","v54530172","1.1.1.13","1824","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","All classes","Communications","Dollars","81","units","0","v54530172","1.1.1.13","1851","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","All classes","Communications","Dollars","81","units","0","v54530172","1.1.1.13","1997","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","All classes","Communications","Dollars","81","units","0","v54530172","1.1.1.13","2096","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","All classes","Communications","Dollars","81","units","0","v54530172","1.1.1.13","2187","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","All classes","Communications","Dollars","81","units","0","v54530172","1.1.1.13","2246","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","All classes","Communications","Dollars","81","units","0","v54530172","1.1.1.13","2404","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","All classes","Communications","Dollars","81","units","0","v54530172","1.1.1.13","2670","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Household furnishings and equipment","Dollars","81","units","0","v54530173","1.1.1.14","1972","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","All classes","Household furnishings and equipment","Dollars","81","units","0","v54530173","1.1.1.14","2027","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","All classes","Household furnishings and equipment","Dollars","81","units","0","v54530173","1.1.1.14","2165","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","All classes","Household furnishings and equipment","Dollars","81","units","0","v54530173","1.1.1.14","1974","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","All classes","Household furnishings and equipment","Dollars","81","units","0","v54530173","1.1.1.14","2067","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","All classes","Household furnishings and equipment","Dollars","81","units","0","v54530173","1.1.1.14","2166","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","All classes","Household furnishings and equipment","Dollars","81","units","0","v54530173","1.1.1.14","2300","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","All classes","Household furnishings and equipment","Dollars","81","units","0","v54530173","1.1.1.14","2271","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","All classes","Household furnishings and equipment","Dollars","81","units","0","v54530173","1.1.1.14","2486","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Household furnishings","Dollars","81","units","0","v54530174","1.1.1.15","896","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","All classes","Household furnishings","Dollars","81","units","0","v54530174","1.1.1.15","861","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","All classes","Household furnishings","Dollars","81","units","0","v54530174","1.1.1.15","978","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","All classes","Household furnishings","Dollars","81","units","0","v54530174","1.1.1.15","854","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","All classes","Household furnishings","Dollars","81","units","0","v54530174","1.1.1.15","925","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","All classes","Household furnishings","Dollars","81","units","0","v54530174","1.1.1.15","947","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","All classes","Household furnishings","Dollars","81","units","0","v54530174","1.1.1.15","935","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","All classes","Household furnishings","Dollars","81","units","0","v54530174","1.1.1.15","973","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","All classes","Household furnishings","Dollars","81","units","0","v54530174","1.1.1.15","1124","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Household equipment","Dollars","81","units","0","v54530175","1.1.1.16","944","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","All classes","Household equipment","Dollars","81","units","0","v54530175","1.1.1.16","1039","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","All classes","Household equipment","Dollars","81","units","0","v54530175","1.1.1.16","1055","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","All classes","Household equipment","Dollars","81","units","0","v54530175","1.1.1.16","986","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","All classes","Household equipment","Dollars","81","units","0","v54530175","1.1.1.16","1015","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","All classes","Household equipment","Dollars","81","units","0","v54530175","1.1.1.16","1088","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","All classes","Household equipment","Dollars","81","units","0","v54530175","1.1.1.16","1218","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","All classes","Household equipment","Dollars","81","units","0","v54530175","1.1.1.16","1140","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","All classes","Household equipment","Dollars","81","units","0","v54530175","1.1.1.16","1218","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Household appliances","Dollars","81","units","0","v54530176","1.1.1.17","415","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","All classes","Household appliances","Dollars","81","units","0","v54530176","1.1.1.17","448","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","All classes","Household appliances","Dollars","81","units","0","v54530176","1.1.1.17","485","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","All classes","Household appliances","Dollars","81","units","0","v54530176","1.1.1.17","450","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","All classes","Household appliances","Dollars","81","units","0","v54530176","1.1.1.17","461","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","All classes","Household appliances","Dollars","81","units","0","v54530176","1.1.1.17","465","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","All classes","Household appliances","Dollars","81","units","0","v54530176","1.1.1.17","537","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","All classes","Household appliances","Dollars","81","units","0","v54530176","1.1.1.17","533","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","All classes","Household appliances","Dollars","81","units","0","v54530176","1.1.1.17","582","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Clothing and accessories","Dollars","81","units","0","v54530177","1.1.1.18","3467","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","All classes","Clothing and accessories","Dollars","81","units","0","v54530177","1.1.1.18","3355","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","All classes","Clothing and accessories","Dollars","81","units","0","v54530177","1.1.1.18","3461","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","All classes","Clothing and accessories","Dollars","81","units","0","v54530177","1.1.1.18","3551","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","All classes","Clothing and accessories","Dollars","81","units","0","v54530177","1.1.1.18","3503","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","All classes","Clothing and accessories","Dollars","81","units","0","v54530177","1.1.1.18","3374","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","All classes","Clothing and accessories","Dollars","81","units","0","v54530177","1.1.1.18","3371","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","All classes","Clothing and accessories","Dollars","81","units","0","v54530177","1.1.1.18","3453","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","All classes","Clothing and accessories","Dollars","81","units","0","v54530177","1.1.1.18","3344","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Transportation","Dollars","81","units","0","v54530182","1.1.1.23","11156","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","All classes","Transportation","Dollars","81","units","0","v54530182","1.1.1.23","11262","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","All classes","Transportation","Dollars","81","units","0","v54530182","1.1.1.23","11202","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","All classes","Transportation","Dollars","81","units","0","v54530182","1.1.1.23","12044","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","All classes","Transportation","Dollars","81","units","0","v54530182","1.1.1.23","11891","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","All classes","Transportation","Dollars","81","units","0","v54530182","1.1.1.23","11761","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","All classes","Transportation","Dollars","81","units","0","v54530182","1.1.1.23","11909","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","All classes","Transportation","Dollars","81","units","0","v54530182","1.1.1.23","12721","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","All classes","Transportation","Dollars","81","units","0","v54530182","1.1.1.23","12737","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Private transportation","Dollars","81","units","0","v54530183","1.1.1.24","10097","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","All classes","Private transportation","Dollars","81","units","0","v54530183","1.1.1.24","10193","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","All classes","Private transportation","Dollars","81","units","0","v54530183","1.1.1.24","10076","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","All classes","Private transportation","Dollars","81","units","0","v54530183","1.1.1.24","10832","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","All classes","Private transportation","Dollars","81","units","0","v54530183","1.1.1.24","10717","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","All classes","Private transportation","Dollars","81","units","0","v54530183","1.1.1.24","10538","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","All classes","Private transportation","Dollars","81","units","0","v54530183","1.1.1.24","10660","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","All classes","Private transportation","Dollars","81","units","0","v54530183","1.1.1.24","11436","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","All classes","Private transportation","Dollars","81","units","0","v54530183","1.1.1.24","11258","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Public transportation","Dollars","81","units","0","v54530184","1.1.1.25","1060","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","All classes","Public transportation","Dollars","81","units","0","v54530184","1.1.1.25","1069","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","All classes","Public transportation","Dollars","81","units","0","v54530184","1.1.1.25","1126","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","All classes","Public transportation","Dollars","81","units","0","v54530184","1.1.1.25","1212","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","All classes","Public transportation","Dollars","81","units","0","v54530184","1.1.1.25","1175","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","All classes","Public transportation","Dollars","81","units","0","v54530184","1.1.1.25","1224","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","All classes","Public transportation","Dollars","81","units","0","v54530184","1.1.1.25","1249","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","All classes","Public transportation","Dollars","81","units","0","v54530184","1.1.1.25","1285","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","All classes","Public transportation","Dollars","81","units","0","v54530184","1.1.1.25","1479","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Health care","Dollars","81","units","0","v54530185","1.1.1.26","2237","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","All classes","Health care","Dollars","81","units","0","v54530185","1.1.1.26","2210","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","All classes","Health care","Dollars","81","units","0","v54530185","1.1.1.26","2303","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","All classes","Health care","Dollars","81","units","0","v54530185","1.1.1.26","2475","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","All classes","Health care","Dollars","81","units","0","v54530185","1.1.1.26","2251","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","All classes","Health care","Dollars","81","units","0","v54530185","1.1.1.26","2361","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","All classes","Health care","Dollars","81","units","0","v54530185","1.1.1.26","2574","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","All classes","Health care","Dollars","81","units","0","v54530185","1.1.1.26","2564","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","All classes","Health care","Dollars","81","units","0","v54530185","1.1.1.26","2780","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Direct health care costs to household","Dollars","81","units","0","v54530186","1.1.1.27","1655","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","All classes","Direct health care costs to household","Dollars","81","units","0","v54530186","1.1.1.27","1580","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","All classes","Direct health care costs to household","Dollars","81","units","0","v54530186","1.1.1.27","1594","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","All classes","Direct health care costs to household","Dollars","81","units","0","v54530186","1.1.1.27","1730","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","All classes","Direct health care costs to household","Dollars","81","units","0","v54530186","1.1.1.27","1558","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","All classes","Direct health care costs to household","Dollars","81","units","0","v54530186","1.1.1.27","1643","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","All classes","Direct health care costs to household","Dollars","81","units","0","v54530186","1.1.1.27","1824","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","All classes","Direct health care costs to household","Dollars","81","units","0","v54530186","1.1.1.27","1799","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","All classes","Direct health care costs to household","Dollars","81","units","0","v54530186","1.1.1.27","1918","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Personal care","Dollars","81","units","0","v54530188","1.1.1.29","949","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","All classes","Personal care","Dollars","81","units","0","v54530188","1.1.1.29","1067","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","All classes","Personal care","Dollars","81","units","0","v54530188","1.1.1.29","1194","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","All classes","Personal care","Dollars","81","units","0","v54530188","1.1.1.29","1226","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","All classes","Personal care","Dollars","81","units","0","v54530188","1.1.1.29","1205","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","All classes","Personal care","Dollars","81","units","0","v54530188","1.1.1.29","1316","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","All classes","Personal care","Dollars","81","units","0","v54530188","1.1.1.29","1311","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","All classes","Personal care","Dollars","81","units","0","v54530188","1.1.1.29","1189","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","All classes","Personal care","Dollars","81","units","0","v54530188","1.1.1.29","1384","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Recreation","Dollars","81","units","0","v54530189","1.1.1.30","3606","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","All classes","Recreation","Dollars","81","units","0","v54530189","1.1.1.30","3725","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","All classes","Recreation","Dollars","81","units","0","v54530189","1.1.1.30","3808","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","All classes","Recreation","Dollars","81","units","0","v54530189","1.1.1.30","3930","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","All classes","Recreation","Dollars","81","units","0","v54530189","1.1.1.30","3843","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","All classes","Recreation","Dollars","81","units","0","v54530189","1.1.1.30","3981","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","All classes","Recreation","Dollars","81","units","0","v54530189","1.1.1.30","3935","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","All classes","Recreation","Dollars","81","units","0","v54530189","1.1.1.30","3979","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","All classes","Recreation","Dollars","81","units","0","v54530189","1.1.1.30","4624","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Recreational equipment and related services","Dollars","81","units","0","v54530190","1.1.1.31","927","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","All classes","Recreational equipment and related services","Dollars","81","units","0","v54530190","1.1.1.31","862","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","All classes","Recreational equipment and related services","Dollars","81","units","0","v54530190","1.1.1.31","920","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","All classes","Recreational equipment and related services","Dollars","81","units","0","v54530190","1.1.1.31","981","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","All classes","Recreational equipment and related services","Dollars","81","units","0","v54530190","1.1.1.31","827","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","All classes","Recreational equipment and related services","Dollars","81","units","0","v54530190","1.1.1.31","954","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","All classes","Recreational equipment and related services","Dollars","81","units","0","v54530190","1.1.1.31","914","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","All classes","Recreational equipment and related services","Dollars","81","units","0","v54530190","1.1.1.31","980","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","All classes","Recreational equipment and related services","Dollars","81","units","0","v54530190","1.1.1.31","995","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Home entertainment equipment and services","Dollars","81","units","0","v54530191","1.1.1.32","486","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","All classes","Home entertainment equipment and services","Dollars","81","units","0","v54530191","1.1.1.32","413","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","All classes","Home entertainment equipment and services","Dollars","81","units","0","v54530191","1.1.1.32","334","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","All classes","Home entertainment equipment and services","Dollars","81","units","0","v54530191","1.1.1.32","298","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","All classes","Home entertainment equipment and services","Dollars","81","units","0","v54530191","1.1.1.32","253","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","All classes","Home entertainment equipment and services","Dollars","81","units","0","v54530191","1.1.1.32","261","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","All classes","Home entertainment equipment and services","Dollars","81","units","0","v54530191","1.1.1.32","200","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","All classes","Home entertainment equipment and services","Dollars","81","units","0","v54530191","1.1.1.32","203","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","All classes","Home entertainment equipment and services","Dollars","81","units","0","v54530191","1.1.1.32","209","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","All classes","Recreational services","Dollars","81","units","0","v54530192","1.1.1.33","1600","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","All classes","Recreational services","Dollars","81","units","0","v54530192","1.1.1.33","1761","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","All classes","Recreational services","Dollars","81","units","0","v54530192","1.1.1.33","1848","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","All classes","Recreational services","Dollars","81","units","0","v54530192","1.1.1.33","1956","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","All classes","Recreational services","Dollars","81","units","0","v54530192","1.1.1.33","2064","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","All classes","Recreational services","Dollars","81","units","0","v54530192","1.1.1.33","2148","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","All classes","Recreational services","Dollars","81","units","0","v54530192","1.1.1.33","2132","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","All classes","Recreational services","Dollars","81","units","0","v54530192","1.1.1.33","2184","","","","0"
